Key	Type	Desc	Chinese (Simplified)	English	French	German	Spanish	Portuguese (Brazil)	Russian	Italian	Japanese	Korean	Chinese (Traditional)	Indonesian											
Obj/Desc/DrawerMax	base	0	"收纳柜,最高等级, 点击该道具可以收集壁灯和花瓶类道具。"	Storage Cabinet.This item is at its MAX level.TAP to produce new items.	Cabinet De Stockage.Cet objet est à son niveau MAX.TOUCHEZ pour produire de nouveaux objets.	"Lagerschrank.MAXIMALES Level erreicht.TIPPEN, um neue Gegenstände herzustellen."	Armario De Almacenamiento.Este objeto está en el nivel máximo.TOCA para producir objetos nuevos.	Gabinete De Armazenamento.Este item está no nível MÁX.TOQUE para produzir itens novos.	"Шкаф Для Хранения.Этот предмет находится на максимальном уровне.НАЖИМАЙТЕ, чтобы производить новые предметы."	Armadio Di Stoccaggio.Questo oggetto è al livello MASSIMO.TOCCA per produrre nuovi oggetti.	保管ボックス.このコマはLvMAXになりました。タップで新しいコマを作ります。	보관함.이 아이템은 이미 최고 레벨이에요.눌러서 새로운 아이템을 생성하세요.	"收納櫃,最高等級, 點擊該道具可以收集路燈、花瓶和花盆類道具。"	"Lemari penyimpanan, level tertinggi, klik item ini untuk mengumpulkan lampu dinding dan vas bunga."											
Obj/Chain/Drawer	base	0	收纳柜	Storage Cabinet	Cabinet De Stockage	Lagerschrank	Armario De Almacenamiento	Gabinete De Armazenamento	Шкаф Для Хранения	Armadio Di Stoccaggio	保管ボックス	보관함	收納櫃	Kotak penyimpanan											
Obj/Name/Lamp_1	base	0	灯泡	Light Bulb	Ampoule	Die Glühbirne	Bombilla	Lâmpada elétrica	Лампочка	Lampadina	電球	전구	燈泡	Bolam											
Obj/Name/Lamp_2	base	0	吊灯	Chandelier	Lustre	Leuchter	Candelabro	Lustre	Люстра	Lampadario	シャンデリア	샹들리에	吊燈	Tempat lilin											
Obj/Name/Lamp_4	base	0	台灯	Desk Lamp	Lampe de bureau	Schreibtischlampe	Lámpara de escritorio	Lâmpada de mesa	Настольная лампа	Lampada da scrivania	デスクランプ	책상 램프	檯燈	Lampu meja											
Obj/Name/Lamp_5	base	0	壁灯	Wall Lamp	Applique	Wandlampe	Lámpara de pared	Lâmpada de parede	Настенный светильник	Lampada a muro	壁灯	벽 램프	壁燈	Lampu dinding											
Obj/Name/Lamp_6	base	0	路灯	Street Light	Éclairage public	Strassenlicht	Luz de la calle	Iluminação pública	Уличный фонарь	Lampione stradale	街路灯	가로등	路燈	Lampu jalan											
Obj/Name/Lamp_7	base	0	落地台灯	Floor Lamp	Lampadaire	Stehlampe	Lámpara de piso	Luminária de piso	Торшер	Lampada da pavimento	フロアランプ	플로어 램프	落地檯燈	Lampu lantai											
Obj/Desc/LampGenerally	base	0	"灯,通过合成可以创造更高一级的路灯。"	Lamp.MERGE to reach its next level.	Lampe.FUSIONNEZ pour atteindre le niveau suivant.	"Lampe.KOMBINIEREN, um nächstes Level zu erreichen."	Lámpara.FUSIONA para llegar al siguiente nivel.	Lâmpada.COMBINE para alcançar o próximo nível.	"Фонарь.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Lampada.ABBINA per raggiungere il livello successivo.	ランプ.同じコマを合成することでレベルアップします。	램프.같은 아이템을 합성해 레벨업할 수 있어요.	"燈,通過合成可以創造更高一級的路燈。"	"Lampu, melalui sintesis dapat menciptakan tingkat lampu jalan yang lebih tinggi."											
Obj/Desc/LampMax	base	0	"灯,最高等级。 "	Lamp.This item is at its MAX level.	Lampe.Cet objet est à son niveau MAX.	Lampe.MAXIMALES Level erreicht.	Lámpara.Este objeto está en el nivel máximo.	Lâmpada.Este item está no nível MÁX.	Фонарь.Этот предмет находится на максимальном уровне.	Lampada.Questo oggetto è al livello MASSIMO.	ランプ.このコマはLvMAXになりました。	램프.이 아이템은 이미 최고 레벨이에요.	"燈,最高等級。 一段時間自動產出漂流瓶。"	"Lampu, kelas tertinggi."											
Obj/Chain/Lamp	base	0	壁灯	Lamp	Lampe	Lampe	Lámpara	Lâmpada	Фонарь	Lampada	ランプ	램프	壁燈	Lampu dinding											
Obj/Name/Vase_1	base	0	裂痕花瓶	Crack Vase	Vase à Fissures	Crack-Vase	Jarrón de grietas	Vaso de rachadura	Трещина ваза	Vaso di crepa	クラック花瓶	균열 꽃병	裂痕花瓶	Vas retak											
Obj/Name/Vase_2	base	0	玻璃花瓶	Glass Vase	Vase en Verre	Glasvase	Florero de vidrio	Vaso de vidro	Стеклянная ваза	Vaso di vetro	ガラス花瓶	유리 꽃병	玻璃花瓶	Vas kaca											
Obj/Name/Vase_3	base	0	纹理花瓶	Texture Vase	Vase Texturé	Textur-Vase	Jarrón de textura	Vaso de textura	Текстурная ваза	Texture Vaso	テクスチャ花瓶	질감 꽃병	紋理花瓶	Vas bertekstur											
Obj/Name/Vase_4	base	0	螺旋纹理花瓶	Texture Vase	Vase Texturé	Textur-Vase	Jarrón de textura	Vaso de textura	Текстурная ваза	Texture Vaso	テクスチャ花瓶	질감 꽃병	螺旋紋理花瓶	Vas tekstur spiral											
Obj/Name/Vase_5	base	0	兰花花瓶	Orchid Vase	Orchidée Vase	Orchideenvase	Jarrón de orquídeas	vaso de orquídea	Ваза для орхидей	Vaso di orchidee	オーキッド花瓶	난초 꽃병	蘭花花瓶	Vas anggrek											
Obj/Name/Vase_6	base	0	向日葵花瓶	Sunflower Vase	Vase Tournesol	Sonnenblumenvase	Florero de girasol	Vaso de Girassol	Ваза для подсолнухов	Vaso Di Girasole	ひまわりの花瓶	해바라기 꽃병	向日葵花瓶	Vas bunga matahari											
Obj/Name/Vase_7	base	0	雏菊花瓶	Daisy Vase	Vase Marguerite	Gänseblümchen-Vase	Jarrón de margaritas	Vaso Margarida	Дейзи Ваза	Vaso Margherita	デイジー花瓶	데이지 꽃병	雛菊花瓶	Vas bunga aster											
Obj/Name/Vase_8	base	0	郁金香花瓶	Tulip Vase	Vase Tulipe	Tulpenvase	Florero de tulipanes	Vaso Tulipa	Ваза с тюльпанами	Vaso di tulipani	チューリップ花瓶	튤립 꽃병	鬱金香花瓶	Vas bunga tulip											
Obj/Name/Vase_9	base	0	玫瑰花瓶	Rose Vase	Vase aux Roses	Rosenvase	florero rosa	Vaso de Rosas	Розовая ваза	Vaso di rose	バラの花瓶	장미 꽃병	玫瑰花瓶	Vas mawar											
Obj/Name/Vase_10	base	0	精致花瓶	Delicate Vase	Vase Délicat	Zarte Vase	Florero Delicado	Vaso delicado	Нежная ваза	Vaso delicato	繊細な花瓶	섬세한 꽃병	精緻花瓶	Vas yang indah											
Obj/Desc/VaseGenerally	base	0	"花瓶,通过合成可以创造更高一级的花瓶。"	Vase.MERGE to reach its next level.	Vase.FUSIONNEZ pour atteindre le niveau suivant.	"Vase.KOMBINIEREN, um nächstes Level zu erreichen."	Jarrón.FUSIONA para llegar al siguiente nivel.	Vaso.COMBINE para alcançar o próximo nível.	"Ваза.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Vaso.ABBINA per raggiungere il livello successivo.	花瓶.同じコマを合成することでレベルアップします。	꽃병.같은 아이템을 합성해 레벨업할 수 있어요.	"花瓶,通過合成可以創造更高一級的花瓶。"	"Vas, vas tingkat yang lebih tinggi dapat dibuat melalui sintesis."											
Obj/Desc/Vase	base	0	"花瓶,一段时间自动产出羽扇豆属盆栽或者合成更高一级的花瓶。"	Vase.MERGE to reach its next level.TAP to produce new items.	Vase.FUSIONNEZ pour atteindre le niveau suivant.TOUCHEZ pour produire de nouveaux objets.	"Vase.KOMBINIEREN, um nächstes Level zu erreichen.TIPPEN, um neue Gegenstände herzustellen."	Jarrón.FUSIONA para llegar al siguiente nivel.TOCA para producir objetos nuevos.	Vaso.COMBINE para alcançar o próximo nível.TOQUE para produzir itens novos.	"Ваза.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня.НАЖИМАЙТЕ, чтобы производить новые предметы."	Vaso.ABBINA per raggiungere il livello successivo.TOCCA per produrre nuovi oggetti.	花瓶.同じコマを合成することでレベルアップします。タップで新しいコマを作ります。	꽃병.같은 아이템을 합성해 레벨업할 수 있어요.눌러서 새로운 아이템을 생성하세요.	"花瓶,一段時間自動產出牡丹花盆栽或者合成更高一級的花瓶。"	"Vas, untuk jangka waktu tertentu, secara otomatis menghasilkan tanaman pot dari genus Lupin atau mensintesis vas tingkat tinggi."											
Obj/Desc/LampMax2	base	0	"灯,最高等级。 点击该道具可以收集照片道具。"	Lamp.This item is at its MAX level.TAP to produce new items.	Lampe.Cet objet est à son niveau MAX.TOUCHEZ pour produire de nouveaux objets.	"Lampe.MAXIMALES Level erreicht.TIPPEN, um neue Gegenstände herzustellen."	Lámpara.Este objeto está en el nivel máximo.TOCA para producir objetos nuevos.	Lâmpada.Este item está no nível MÁX.TOQUE para produzir itens novos.	"Фонарь.Этот предмет находится на максимальном уровне.НАЖИМАЙТЕ, чтобы производить новые предметы."	Lampada.Questo oggetto è al livello MASSIMO.TOCCA per produrre nuovi oggetti.	ランプ.このコマはLvMAXになりました。タップで新しいコマを作ります。	램프.이 아이템은 이미 최고 레벨이에요.눌러서 새로운 아이템을 생성하세요.	"燈,最高等級。 點擊該道具可以收集照片道具。"	"Lamp, level tertinggi. Klik item ini untuk mengumpulkan item foto."											
Obj/Chain/Vase	base	0	花瓶	Vase	Vase	Vase	Jarrón	Vaso	Ваза	Vaso	花瓶	꽃병	花瓶	Vas											
Obj/Name/Lupin_1	base	0	羽扇豆种子	Lupinus Seeds	Graines de lupin	Lupinensamen	Semillas de lupino	Sementes de tremoço	Семена люпина	Semi di lupino	ルピナスの種	루피너스 씨앗	羽扇豆種子	Biji Lupinus											
Obj/Name/Lupin_2	base	0	羽扇豆嫩芽	Lupinus Sprouts	Pousses de lupin	Lupinensprossen	Brotes de lupino	Brotos de tremoço	Ростки люпина	Germogli di lupino	ルピナスの芽	루피너스 싹	羽扇豆嫩芽	Kecambah Lupinus											
Obj/Name/Lupin_3	base	0	羽扇豆株	Lupine Strain	Souche de lupin	Lupinen-Stamm	Cepa de lupino	Estirpe de tremoço	Вид люпина	Ceppo di lupino	ルピナスの品種	루피너스 군데	羽扇豆株	Galur Lupinus											
Obj/Name/Lupin_4	base	0	羽扇豆	Lupinus	Lupin	Lupine	Lupino	Tremoço	Люпин	Lupino	ルピナス	루피너스	羽扇豆	Lupinus											
Obj/Name/Lupin_5	base	0	大羽扇豆	Large Lupine	Grand lupin	Großer Lupine	Lupino grande	Lupino grande	Большой люпин	Lupino grande	大型ルピナス	대형 루피너스	大羽扇豆	Lupinus Besar											
Obj/Name/Lupin_6	base	0	羽扇豆盆栽	Lupine Potted Plant	Plante en pot de lupin	Lupinen-Topfpflanze	Planta de lupino en maceta	Planta de lupino em vaso	Люпин в горшке	Pianta di lupino in vaso	ルピナスの鉢植え	루파인 화분 식물	羽扇豆盆栽	Tanaman Pot Lupine											
Obj/Desc/LupinGenerally	base	0	"羽扇豆属盆栽,通过合成可以创造更高一级的羽扇豆属盆栽。"	Lupinus.MERGE to reach its next level.	Lupinus.FUSIONNEZ pour atteindre le niveau suivant.	"Lupinus.KOMBINIEREN, um nächstes Level zu erreichen."	Lupinus.FUSIONA para llegar al siguiente nivel.	Lupinus.COMBINE para alcançar o próximo nível.	"Люпин.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Lupinus.ABBINA per raggiungere il livello successivo.	ルピナス属.同じコマを合成することでレベルアップします。	루피너스속.같은 아이템을 합성해 레벨업할 수 있어요.	"羽扇豆屬盆栽,通過合成可以創造更高一級的羽扇豆屬盆栽。"	"Lupin adalah tanaman pot, melalui sintesis, Anda dapat membuat tanaman pot Lupin tingkat yang lebih tinggi."											
Obj/Desc/LupinMax	base	0	"羽扇豆属盆栽,最高等级。"	Lupinus.This item is at its MAX level.	Lupinus.Cet objet est à son niveau MAX.	Lupinus.MAXIMALES Level erreicht.	Lupinus.Este objeto está en el nivel máximo.	Lupinus.Este item está no nível MÁX.	Люпин.Этот предмет находится на максимальном уровне.	Lupinus.Questo oggetto è al livello MASSIMO.	ルピナス属.このコマはLvMAXになりました。	루피너스속.이 아이템은 이미 최고 레벨이에요.	"羽扇豆屬盆栽,最高等級。"	"Lupin adalah tanaman pot, kelas tertinggi."											
Obj/Chain/Lupin	base	0	羽扇豆属盆栽	Lupinus	Lupinus	Lupinus	Lupinus	Lupinus	Люпин	Lupinus	ルピナス属	루피너스속	羽扇豆屬盆栽	Tanaman Pot Lupin											
Obj/Name/Shrapnel_1	base	0	碎片	Shards	Éclats	Scherben	Fragmentos	Fragmentos	Осколки	Frammenti	かけら	조각	碎片	Fragmen											
Obj/Desc/ShrapnelGenerally	base	0	"碎片,通过合成可以创造更高一级的照片道具。"	MERGE to reach its next level.	FUSIONNEZ pour atteindre le niveau suivant.	"KOMBINIEREN, um nächstes Level zu erreichen."	FUSIONA para llegar al siguiente nivel.	COMBINE para alcançar o próximo nível.	"СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	ABBINA per raggiungere il livello successivo.	同じコマを合成することでレベルアップします。	같은 아이템을 합성해 레벨업할 수 있어요.	"碎片,通過合成可以創造更高一級的鵝卵石。"	"Fragmen, yang dapat digabungkan untuk membuat properti foto tingkat tinggi."											
Obj/Name/Collections_1	base	0	挂钩	Photo Folder	Dossier Photos	Fotoordner	Carpeta de fotos	Pasta de Fotos	Папка с фотографиями	Cartella Foto	写真フォルダ	사진 폴더	掛鉤	Kait											
Obj/Name/Collections_2	base	0	相框	Photo Frame	Cadre Photo	Bilderrahmen	Marco de la foto	Porta-Retratos	Фоторамка	Cornice	フォトフレーム	사진 프레임	相框	Bingkai foto											
Obj/Name/Collections_3	base	0	美食照片	Food Photos	Nourriture Photos	Food-Fotos	Comida Fotos	Fotos de Comida	Фотографии еды	Foto di cibo	食べ物の写真	음식 사진	美食照片	Foto makanan											
Obj/Name/Collections_4	base	0	欧式照片	Courtyard Photo	Photo de Cour	Hoffoto	Foto del patio	Foto do Pátio	Фото двора	Foto del cortile	中庭の写真	안뜰 사진	歐式照片	Foto Eropa											
Obj/Name/Collections_5	base	0	帆船照片	Sailboat Photo	Photo de Voilier	Segelboot Foto	Foto de velero	Foto do Veleiro	Фото парусника	Foto della barca a vela	ヨットの写真	범선 사진	帆船照片	berlayar foto											
Obj/Name/Collections_6	base	0	结婚照	Wedding Photo	Photo de Mariage	Hochzeitsfoto	Foto de boda	Foto de Casamento	Свадебная фотография	Foto del matrimonio	結婚式の写真	웨딩 사진	結婚照	Foto Pernikahan											
Obj/Desc/CollectionsGenerally	base	0	"照片,通过合成可以创造更高一级的照片。"	Photo.MERGE to reach its next level.	Photo.FUSIONNEZ pour atteindre le niveau suivant.	"Foto.KOMBINIEREN, um nächstes Level zu erreichen."	Foto.FUSIONA para llegar al siguiente nivel.	Foto.COMBINE para alcançar o próximo nível.	"Фото.СЛИВАЙТЕСЬ, чтобы достичь следующего уровня."	Foto.ABBINA per raggiungere il livello successivo.	写真.同じコマを合成することでレベルアップします。	사진.같은 아이템을 합성해 레벨업할 수 있어요.	"照片,通過合成可以創造更高一級的照片。"	Foto dapat digabungkan untuk membuat tingkat foto yang lebih tinggi.											
Obj/Desc/CollectionsMax	base	0	"照片,最高等级。"	Photo.This item is at its MAX level.	Photo.Cet objet est à son niveau MAX.	Foto.MAXIMALES Level erreicht.	Foto.Este objeto está en el nivel máximo.	Foto.Este item está no nível MÁX.	Фото.Этот предмет находится на максимальном уровне.	Foto.Questo oggetto è al livello MASSIMO.	写真.このコマはLvMAXになりました。	사진.이 아이템은 이미 최고 레벨이에요.	"照片,最高等級。"	"Foto, kelas atas."											
